Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000075299,prxl2c,NA,NA,0.9,1,1,0.4,NA,NA,0.5,0.4,0.8,2,1,2,2,3,4,5
ENSDARG00000013968,psap,284,463,443,395,470,601,670,514,250,174,241,447,373,160,152,103,122,124
ENSDARG00000016733,psat1,3,4,29,34,38,38,30,19,24,36,50,57,65,55,46,34,21,12
ENSDARG00000063036,psd2,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,2,2,3,6,8,6,5,5
ENSDARG00000104820,psd3l,1,2,3,3,2,0.6,0.7,2,4,4,5,5,6,9,10,11,12,12
ENSDARG00000078102,psda,0.2,0.9,0.2,1,0.4,NA,0.1,0.3,1,0.7,0.9,0.9,1,0.9,1,4,4,5
ENSDARG00000004870,psen1,34,31,25,21,17,18,19,21,27,29,25,21,21,19,17,14,13,13
ENSDARG00000015540,psen2,3,5,11,12,13,11,9,12,11,9,10,13,11,8,10,10,10,10
ENSDARG00000068698,psenen,3,5,49,60,67,88,91,81,49,53,38,32,34,34,32,27,25,21
ENSDARG00000104710,psip1a,16,26,14,17,19,12,4,2,8,11,11,13,11,9,8,9,5,5
ENSDARG00000077405,psip1b,39,37,24,22,29,22,24,13,11,12,10,10,9,9,8,6,5,5
ENSDARG00000056713,pskh1,2,3,4,4,2,0.3,0.4,1,4,4,5,4,3,4,3,2,2,2
ENSDARG00000101560,psma1,0.3,0.9,2,2,4,12,23,30,66,76,70,47,42,56,37,32,26,18
ENSDARG00000040121,psma2,0.9,1,10,13,17,26,37,40,43,57,44,43,39,40,30,21,22,15
ENSDARG00000086618,psma3,10,31,31,48,46,75,91,89,130,139,125,95,96,116,81,63,46,36
ENSDARG00000045928,psma4,2,5,12,13,14,46,74,83,114,124,112,94,86,116,79,54,44,33
ENSDARG00000003526,psma5,20,16,47,52,59,74,79,76,135,158,151,94,88,101,65,52,40,27
ENSDARG00000019398,psma6a,73,70,52,48,57,72,64,75,102,118,119,82,81,100,65,48,35,23
ENSDARG00000013966,psma6b,NA,NA,1,2,4,8,18,25,44,53,54,41,40,42,31,29,24,22
ENSDARG00000043899,psma6l,NA,NA,1,3,2,1,0.5,NA,0.3,NA,NA,0.4,NA,0.7,0.7,2,2,2
ENSDARG00000010965,psma8,3,7,19,20,31,54,72,88,164,169,170,137,125,155,97,78,61,48
ENSDARG00000009640,psmb1,2,8,18,25,29,51,68,99,174,197,189,165,139,184,125,93,71,50
ENSDARG00000043781,psmb10,0.9,0.8,1,1,2,3,4,4,5,6,6,3,3,3,2,2,2,2
ENSDARG00000031885,psmb12,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000001656,psmb13a,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000031511,psmb2,9,6,11,12,18,28,30,35,61,78,72,62,61,67,50,38,29,24
ENSDARG00000013938,psmb3,13,4,21,32,37,89,141,136,155,162,168,136,122,144,105,84,63,44
ENSDARG00000054696,psmb4,143,114,91,100,100,128,141,143,190,193,182,147,135,184,116,92,74,55
ENSDARG00000075445,psmb5,16,57,89,90,98,125,114,113,191,218,219,178,150,190,132,96,78,47
ENSDARG00000002240,psmb6,NA,0.3,1,1,8,36,58,78,105,122,108,88,80,93,66,51,41,34
ENSDARG00000037962,psmb7,23,13,21,28,46,115,165,184,188,188,176,141,137,161,111,87,69,52
ENSDARG00000001303,psmb8a,NA,NA,NA,NA,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000000656,psmb9a,NA,0.3,NA,NA,NA,NA,NA,NA,0.3,1,0.7,0.5,NA,0.3,NA,NA,NA,NA
ENSDARG00000030537,psmc1a,8,9,8,8,8,12,15,20,40,51,63,52,53,67,48,37,27,16
ENSDARG00000043561,psmc1b,6,7,14,15,20,29,39,46,72,77,71,49,43,62,39,36,28,23
ENSDARG00000020101,psmc2,11,8,33,33,33,44,56,58,96,98,104,92,83,96,71,62,51,33
ENSDARG00000007141,psmc3,41,75,66,55,80,90,86,67,90,94,95,80,68,94,62,55,42,28
ENSDARG00000037892,psmc3ip,1,5,25,26,16,10,9,13,18,20,19,15,14,9,5,2,4,2
ENSDARG00000027099,psmc4,30,13,61,71,74,84,82,68,85,92,109,89,86,103,70,60,49,34
ENSDARG00000015315,psmc5,0.5,2,20,22,28,44,65,64,92,101,101,90,82,103,81,61,50,35
ENSDARG00000037038,psmc6,45,56,30,26,23,37,60,73,112,107,96,82,81,101,71,56,46,33
ENSDARG00000003189,psmd1,6,9,32,32,30,34,48,51,83,83,96,89,74,101,66,51,44,31
ENSDARG00000015628,psmd10,6,11,14,19,9,9,8,11,20,24,21,11,14,16,11,9,8,4
ENSDARG00000060150,psmd11a,6,9,30,39,32,15,12,14,18,20,21,17,14,17,13,9,8,5
ENSDARG00000005134,psmd11b,0.8,2,6,7,7,9,12,14,20,18,19,15,13,18,11,10,7,5
ENSDARG00000052377,psmd12,15,17,29,28,26,37,44,51,67,63,71,60,54,61,46,40,27,20
ENSDARG00000016239,psmd13,0.8,2,12,15,19,30,49,67,94,93,101,80,69,87,58,47,37,32
ENSDARG00000063100,psmd14,19,43,58,60,58,60,58,55,81,95,93,81,71,88,65,50,37,34
ENSDARG00000018124,psmd3,3,10,16,16,23,23,28,39,111,128,152,108,102,156,90,71,57,45
ENSDARG00000101295,psmd4a,0.2,0.9,4,3,4,4,5,6,13,14,14,15,16,15,12,13,11,7
ENSDARG00000023279,psmd4b,0.3,0.3,3,4,6,19,31,38,69,76,75,56,52,68,47,36,26,21
ENSDARG00000059046,psmd5,10,9,9,8,3,2,5,5,10,13,13,12,14,18,8,9,7,5
ENSDARG00000070674,psmd6,67,43,78,88,73,94,122,118,123,120,127,114,108,133,90,74,60,43
ENSDARG00000102417,psmd7,0.8,1,5,4,5,7,9,8,10,10,12,9,8,11,7,6,5,3
ENSDARG00000020454,psmd8,12,25,46,54,62,74,69,75,114,118,113,92,82,117,78,60,45,24
ENSDARG00000006300,psmd9,0.4,2,8,10,10,10,12,20,27,24,26,23,19,14,13,9,12,9
ENSDARG00000002165,psme1,7,8,4,13,5,9,2,3,5,1,1,1,NA,0.4,0.4,3,7,5
ENSDARG00000033144,psme2,NA,NA,NA,0.2,0.2,0.7,0.2,NA,0.3,0.2,0.3,NA,NA,0.5,0.6,0.3,3,2
ENSDARG00000012234,psme3,239,237,151,144,184,126,88,65,95,77,77,46,31,35,21,17,14,11
ENSDARG00000041631,psme3ip1,2,3,15,19,25,26,25,32,27,30,36,32,28,25,24,19,16,16
ENSDARG00000087911,psme4a,1,3,2,2,1,0.3,0.3,0.1,0.2,0.3,0.6,0.1,0.4,0.6,1,2,4,11
ENSDARG00000018742,psme4b,26,28,19,17,16,9,4,5,10,11,12,10,9,13,8,9,10,9
ENSDARG00000022652,psmf1,43,66,33,33,17,6,7,6,11,11,12,8,8,9,6,9,7,9
ENSDARG00000040620,psmg1,21,13,14,13,18,14,11,14,23,22,20,18,15,14,13,13,9,8
ENSDARG00000035987,psmg2,0.7,1,3,4,5,6,11,14,28,29,28,16,17,19,13,11,12,10
ENSDARG00000098391,psmg3,15,28,13,11,7,8,8,14,20,22,24,18,20,20,21,16,16,19
ENSDARG00000006621,pspc1,17,15,11,9,7,8,16,23,28,28,26,29,30,29,27,20,18,15
ENSDARG00000040314,psph,6,19,19,23,28,23,18,21,46,57,56,56,50,47,37,37,35,31
ENSDARG00000060860,pstpip1a,NA,NA,NA,NA,0.3,NA,NA,NA,0.4,NA,NA,NA,NA,0.3,NA,NA,NA,NA
ENSDARG00000053568,pstpip1b,NA,NA,0.3,0.2,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.1,0.1,NA
ENSDARG00000089569,pstpip2,NA,NA,NA,0.3,NA,0.7,1,4,3,1,0.7,NA,NA,NA,NA,0.5,1,0.5
ENSDARG00000042370,ptafr,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000102338,ptar1,33,22,26,33,9,2,1,3,7,5,7,5,6,7,6,4,6,5
ENSDARG00000019362,ptbp1a,1,3,4,4,16,72,63,38,60,65,60,50,37,38,25,21,19,14
ENSDARG00000031907,ptbp1b,13,15,53,56,89,216,221,155,117,99,83,56,41,35,24,17,13,12
ENSDARG00000101947,ptbp2a,14,19,36,35,42,47,53,47,27,22,19,13,12,14,11,8,10,9
ENSDARG00000015901,ptbp2b,11,11,8,7,14,35,46,40,41,52,41,35,36,54,45,23,21,18
ENSDARG00000043757,ptbp3,7,6,7,7,10,8,8,8,12,16,12,12,13,12,14,14,16,17
ENSDARG00000076176,ptcd1,10,8,44,35,14,7,9,13,19,18,14,11,8,10,6,6,6,5
ENSDARG00000035391,ptcd2,1,3,8,12,4,5,3,7,6,5,5,3,4,4,2,2,2,2
ENSDARG00000103856,ptcd3,0.7,2,18,20,16,5,3,6,15,12,16,14,14,14,11,14,11,8
ENSDARG00000016404,ptch1,NA,NA,NA,NA,0.1,0.2,0.4,2,6,6,9,10,11,11,10,10,11,11
ENSDARG00000055026,ptch2,NA,NA,0.2,0.1,2,3,3,6,19,19,24,21,20,17,13,9,9,9
ENSDARG00000018066,ptchd1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.2,0.3,0.4,0.8,1,1,1
ENSDARG00000008249,ptchd4,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.6,0.6
ENSDARG00000012588,ptdss1a,107,83,48,42,48,51,41,30,12,9,8,9,7,6,5,7,7,6
ENSDARG00000102114,ptdss1b,1,2,3,3,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5
ENSDARG00000101018,ptdss2,20,21,9,8,6,11,12,14,10,8,9,7,5,7,4,6,6,5
ENSDARG00000071018,ptena,41,26,40,29,13,16,22,35,39,48,48,41,42,55,56,51,42,42
ENSDARG00000056623,ptenb,15,21,47,48,13,8,9,15,16,16,19,18,19,25,30,23,22,20
ENSDARG00000063375,pter,8,8,5,6,5,4,4,2,2,2,2,3,3,2,3,5,7,7
ENSDARG00000014479,ptf1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,14,11,5,5,3
ENSDARG00000069439,ptgdsa,NA,NA,NA,NA,NA,NA,1,12,10,5,5,9,5,1,4,9,7,4
ENSDARG00000027088,ptgdsb.1,NA,0.7,NA,0.3,9,27,60,103,54,74,48,22,28,42,44,27,21,48
ENSDARG00000078605,ptger1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,0.9,0.9,0.4,0.7,0.5,0.8,0.8
ENSDARG00000104847,ptger1b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.3,0.3,0.4,1,0.8
ENSDARG00000011434,ptger2a,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6,1,2,2,1,1,2,3,2
ENSDARG00000037033,ptger2b,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,0.2,NA,0.1,NA,1,0.7,1
ENSDARG00000055781,ptger3,NA,NA,NA,NA,0.3,0.3,NA,0.7,0.4,0.3,0.6,0.5,0.4,0.6,0.4,0.9,1,1
ENSDARG00000059236,ptger4a,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.7,0.3,NA,0.4,NA,0.4,0.6,NA
ENSDARG00000035415,ptger4b,NA,NA,2,NA,0.9,5,11,10,2,0.8,3,3,2,0.7,1,1,2,2
ENSDARG00000079907,ptger4c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2,0.3,NA,NA,0.3,0.3,0.4
ENSDARG00000020136,ptges,0.4,0.4,NA,NA,0.4,0.4,3,0.4,4,4,4,5,2,2,3,4,5,5
ENSDARG00000037284,ptges3a,8,13,42,51,62,53,34,26,58,69,62,47,43,42,37,55,42,30
ENSDARG00000089626,ptges3b,16,21,71,77,115,195,218,264,346,381,308,198,149,144,78,73,46,28
ENSDARG00000068415,ptgesl,11,15,33,40,24,5,4,9,16,12,16,12,9,13,10,14,9,6
ENSDARG00000038278,ptgir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,0.3,0.3,0.9,0.8,0.6
ENSDARG00000060094,ptgis,NA,NA,NA,NA,0.2,NA,0.4,0.4,1,0.6,0.5,1,1,1,3,3,3,3
ENSDARG00000024877,ptgr1,34,32,22,18,8,5,4,6,12,19,24,30,24,16,11,8,7,5
ENSDARG00000070673,ptgr2,1,2,7,5,2,2,1,1,3,3,3,3,4,3,3,5,5,4
ENSDARG00000052148,ptgs1,NA,NA,0.3,0.7,0.3,0.2,0.2,0.2,24,14,12,9,6,4,4,6,5,6
ENSDARG00000004539,ptgs2a,NA,NA,NA,NA,3,14,8,4,17,14,13,10,9,7,9,17,11,15
ENSDARG00000010276,ptgs2b,NA,0.1,NA,NA,0.7,10,12,8,4,2,1,0.8,0.3,0.5,3,5,7,5
ENSDARG00000093738,pth1a,NA,2,3,3,0.6,NA,NA,NA,NA,NA,NA,0.8,2,NA,0.8,NA,NA,NA
ENSDARG00000091961,pth1b,NA,NA,NA,NA,4,3,0.8,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,3
ENSDARG00000020957,pth1r,NA,0.4,3,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,0.6
ENSDARG00000022951,pth2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,1,1
ENSDARG00000006678,pth2ra,NA,2,1,2,0.4,NA,NA,0.2,4,0.4,0.8,NA,NA,0.9,NA,0.6,0.4,0.6
ENSDARG00000021186,pth2rb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.5
ENSDARG00000018418,pth3r,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2
ENSDARG00000106914,pth4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2
ENSDARG00000031737,pthlha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,1,1
ENSDARG00000100456,ptk2aa,0.1,0.1,1,0.9,2,1,1,2,5,4,5,5,6,8,7,6,6,6
ENSDARG00000004672,ptk2ab,4,2,9,9,4,0.4,0.4,0.7,4,6,6,5,4,5,5,5,5,5
ENSDARG00000022841,ptk2ba,NA,0.1,NA,0.1,NA,NA,0.1,0.2,0.5,0.4,0.4,0.2,0.2,0.3,0.2,0.3,0.3,0.4
ENSDARG00000039577,ptk2bb,0.2,0.1,0.4,1,0.3,0.5,0.8,0.2,3,6,9,12,9,5,7,8,9,8
ENSDARG00000017947,ptk6a,0.6,0.8,2,0.7,1,2,5,6,3,2,2,2,1,2,2,2,2,0.9
ENSDARG00000059956,ptk6b,6,3,5,5,0.9,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,0.2,3,8,9
ENSDARG00000011863,ptk7a,39,32,49,43,35,54,55,52,30,20,18,15,14,16,13,10,9,9
ENSDARG00000021113,ptmaa,2,2,2,2,6,17,31,94,97,117,151,204,282,302,434,407,306,269
ENSDARG00000101766,ptmab,24,84,158,187,361,777,951,1533,1917,2061,1725,1579,1835,2079,1915,1256,910,730
ENSDARG00000102340,ptn,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,1,2,4,8,23,29,30
ENSDARG00000006242,ptp4a1,20,18,33,36,62,137,130,142,170,161,132,86,99,138,112,117,74,61
ENSDARG00000087443,ptp4a2a,14,18,12,14,16,19,24,27,31,33,29,18,20,25,23,24,17,14
ENSDARG00000035676,ptp4a2b,143,129,76,78,96,87,64,30,41,35,29,22,18,21,15,22,18,13
ENSDARG00000039997,ptp4a3a,35,29,35,40,33,10,2,3,15,15,14,13,12,16,15,16,11,9
ENSDARG00000054814,ptp4a3b,11,10,27,36,27,22,31,46,45,35,34,34,33,33,24,21,24,29
ENSDARG00000031985,ptpa,12,22,20,20,10,2,1,1,2,3,4,5,5,5,5,5,5,4
ENSDARG00000061656,ptpdc1a,10,11,8,5,1,0.5,0.3,0.4,2,2,2,2,1,3,2,3,3,3
ENSDARG00000058873,ptpdc1b,0.6,0.2,0.7,NA,2,3,3,7,22,9,12,4,3,4,3,6,7,7
ENSDARG00000013860,ptpmt1,0.3,2,3,3,1,0.6,2,3,5,4,4,3,4,4,3,5,6,3
ENSDARG00000007923,ptpn1,34,55,45,35,27,25,27,29,21,21,23,18,18,16,14,13,12,11
ENSDARG00000020334,ptpn11a,30,30,32,31,37,39,28,19,15,14,14,13,10,11,9,8,8,7
ENSDARG00000012340,ptpn11b,0.2,0.5,0.3,0.5,0.4,0.1,NA,NA,0.7,0.7,2,2,1,0.7,1,3,3,4
ENSDARG00000102141,ptpn12,3,7,18,20,25,26,37,56,43,47,48,40,31,29,25,19,25,26
ENSDARG00000103699,ptpn13,30,27,30,25,22,13,7,6,10,7,8,8,6,7,6,7,8,9
ENSDARG00000006308,ptpn18,0.3,2,0.3,1,0.4,NA,NA,NA,NA,0.2,0.2,0.4,0.2,0.1,0.2,0.5,1,0.5
ENSDARG00000075459,ptpn20,0.3,0.5,2,1,2,2,1,1,0.8,0.4,0.7,0.7,0.8,0.4,0.6,2,2,2
ENSDARG00000062248,ptpn21,1,3,7,8,4,2,2,3,3,2,3,2,2,2,2,2,2,2
ENSDARG00000104197,ptpn22,NA,0.3,0.2,0.2,NA,NA,0.2,2,0.4,1,2,3,3,2,2,1,2,2
ENSDARG00000070124,ptpn23a,8,6,21,19,12,4,4,5,9,9,10,10,8,9,7,7,7,6
ENSDARG00000098689,ptpn23b,3,4,19,19,3,1,0.8,1,2,2,3,3,2,3,2,3,5,5
ENSDARG00000016481,ptpn2a,13,13,11,12,10,4,6,5,5,5,4,4,4,5,4,3,5,5
ENSDARG00000035986,ptpn2b,10,31,59,56,65,46,21,9,16,15,18,15,14,15,14,15,14,14
ENSDARG00000055784,ptpn3,3,2,9,10,6,1,0.1,0.2,1,2,5,5,5,6,6,8,8,9
ENSDARG00000000631,ptpn4a,2,5,23,27,7,2,3,5,6,7,10,9,7,7,6,7,7,7
ENSDARG00000000183,ptpn4b,13,17,19,24,9,1,0.7,1,3,4,4,3,3,3,3,5,5,6
ENSDARG00000074866,ptpn5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,1,2,4,7,7,8
ENSDARG00000089043,ptpn6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,1,1,0.7,2,3,3
ENSDARG00000077495,ptpn9a,1,6,14,13,14,4,2,5,5,5,5,4,4,5,3,3,5,4
ENSDARG00000073902,ptpn9b,3,7,20,14,10,6,7,8,9,7,9,9,7,8,7,7,7,6
ENSDARG00000001769,ptpra,18,28,27,23,23,18,10,10,9,5,7,8,10,9,8,8,9,9
ENSDARG00000076624,ptprb,0.7,0.9,0.8,0.7,0.8,0.4,0.5,0.6,0.5,1,1,1,1,1,2,3,4,3
ENSDARG00000071437,ptprc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,0.5,0.6,1,0.8,2,2
ENSDARG00000019945,ptprdb,0.3,0.4,1,0.6,0.5,0.6,0.4,0.2,0.2,0.2,0.3,0.5,0.8,0.9,2,5,5,5
ENSDARG00000015891,ptprea,0.1,0.3,0.8,0.4,0.3,0.1,NA,NA,0.3,0.2,0.5,0.8,0.9,1,2,3,3,3
ENSDARG00000021151,ptpreb,NA,NA,0.1,0.1,NA,NA,NA,NA,4,8,7,3,2,3,4,8,8,7
ENSDARG00000103479,ptprfa,0.2,0.3,1,2,2,0.7,0.4,NA,0.1,2,4,6,4,4,4,5,7,7
ENSDARG00000005754,ptprfb,0.1,0.6,2,1,2,1,2,6,23,25,26,25,22,20,19,21,22,21
ENSDARG00000045006,ptprga,0.2,0.4,2,1,0.7,2,2,0.5,1,0.7,0.6,0.8,0.4,1,1,2,2,2
ENSDARG00000079560,ptprh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,2
ENSDARG00000033042,ptprja,NA,0.5,0.1,1,0.6,NA,NA,NA,NA,0.2,0.1,0.1,0.2,0.2,0.1,0.4,0.5,0.7
ENSDARG00000091539,ptprjb.1,NA,0.2,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.3,NA,NA,NA,NA,0.6,0.2
ENSDARG00000063416,ptprk,9,8,17,16,15,14,9,4,26,28,22,16,12,12,10,14,13,13
ENSDARG00000035970,ptprn2,NA,NA,NA,NA,NA,NA,NA,0.3,5,6,6,6,8,10,9,13,16,19
ENSDARG00000058646,ptprna,NA,NA,NA,NA,NA,NA,NA,NA,1,11,16,15,19,20,9,16,19,21
ENSDARG00000077047,ptprnb,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,0.6,1,0.9,3,4,5
ENSDARG00000100422,ptpro,NA,NA,NA,NA,NA,NA,3,9.5,26.5,42.5,48.5,41,39.5,38,31.5,22.5,18,17.5
ENSDARG00000008849,ptprq,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.2,0.1,0.4,0.5
ENSDARG00000105744,ptprr,0.8,1,2,3,1,0.3,0.1,NA,0.2,0.2,0.1,0.2,0.3,0.6,1,3,3,4
ENSDARG00000059738,ptprsa,NA,NA,3.75,4.25,3.25,NA,NA,NA,NA,5,8,9,10,13.5,15.5,14,15,16
ENSDARG00000074781,ptprt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.7,2.5,2.5,2
ENSDARG00000092638,ptprua,NA,NA,0.4,0.3,0.8,0.2,1,1,1,0.5,3,4,2,2,5,4,4,4
ENSDARG00000101081,ptprub,0.8,0.9,1,2,2,2,0.5,0.3,0.6,1,2,2,2,2,3,6,5,6
ENSDARG00000051814,ptprz1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,5,12,10,7,6,7
ENSDARG00000020871,ptprz1b,2,4,8,7,6,7,3,0.8,0.7,2,6,8,8,12,12,11,11,12
ENSDARG00000098206,ptrh1,5,14,17,25,10,2,3,4,8,7,9,5,4,4,3,2,2,1
ENSDARG00000077339,ptrh2,4,13,10,18,21,17,15,14,17,18,15,11,11,13,7,6,6,4
ENSDARG00000016122,ptrhd1,5,5,5,5,4,10,9,14,24,26,22,12,11,11,9,7,7,5
ENSDARG00000045269,pts,9,11,8,9,8,5,4,3,1,NA,13,57,110,76,51,15,12,11
ENSDARG00000075421,pttg1,433,325,139,157,142,125,77,27,10,13,10,7,8,8,6,3,3,2
ENSDARG00000090156,pttg1ipa,1,1,4,4,4,14,22,25,10,5,7,8,9,4,10,13,14,16
ENSDARG00000040039,pttg1ipb,70,65,67,64,26,15,10,5,7,4,8,7,7,6,8,11,13,18
ENSDARG00000068275,ptx3a,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,6,4,3,4,7,12,14,12
ENSDARG00000079515,ptx3b,NA,NA,NA,NA,NA,3,4,3,NA,0.3,0.9,1,1,0.4,0.9,1,0.5,NA
ENSDARG00000038072,ptx4,2,5,3,6,5,1,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000027826,pudp,13,10,5,16,9,10,1,0.8,2,2,3,4,3,4,4,3,3,3
ENSDARG00000032175,puf60a,19,36,32,31,39,42,51,53,37,35,31,25,22,24,17,10,9,9
ENSDARG00000001241,puf60b,57,82,114,119,130,144,157,148,131,116,110,90,72,80,54,41,36,31
ENSDARG00000099256,pum1,16,31,75,70,93,142,160,101,53,45,48,41,37,45,41,38,39,38
ENSDARG00000061040,pum2,4,10,21,18,17,17,12,8,5,3,3,4,4,4,3,2,3,3
ENSDARG00000087779,pum3,2,6,48,49,54,69,78,70,97,73,61,39,20,21,11,13,13,13
ENSDARG00000067591,puraa,2,4,1,2,1,NA,0.3,0.4,4,5,6,5,6,8,8,11,9,10
ENSDARG00000099614,purab,0.7,0.6,0.7,1,0.8,0.7,0.3,0.5,2,2,2,2,2,3,4,6,7,6
ENSDARG00000068822,purba,4,6,14,18,19,15,14,12,15,17,23,23,28,29,30,61,54,54
ENSDARG00000103546,purbb,12,14,9,7,28,53,48,24,6,7,12,18,12,10,8,12,14,11
ENSDARG00000099187,purg,NA,NA,2,0.7,NA,NA,NA,0.3,0.7,0.3,NA,NA,NA,NA,1,6,3,3
ENSDARG00000045562,pus1,107,137,97,115,65,32,13,18,26,24,26,16,10,8,7,6,6,5
ENSDARG00000079973,pus10,3,4,9,9,8,9,13,13,14,13,10,7,7,7,5,4,3,2
ENSDARG00000028976,pus3,16,19,29,31,15,5,8,11,10,10,8,5,3,3,2,1,2,1
ENSDARG00000031774,pus7,18,9,16,13,19,15,16,18,42,49,35,19,11,14,7,7,7,8
ENSDARG00000069780,pus7l,0.9,0.8,5,6,3,2,2,2,1,1,1,1,0.9,0.4,0.4,0.9,0.9,1
ENSDARG00000074565,pusl1,1,2,1,0.9,0.7,0.3,0.2,0.8,1,0.7,1,0.5,0.4,0.4,0.1,0.4,0.5,0.4
ENSDARG00000037789,pvalb1,1,2,1,2,2,2,2,1,2,1,1,116,1499,3481,7169,9151,8068,8376
ENSDARG00000002768,pvalb2,2,1,1,1,1,2,1,1,1,1,12,153,848,1807,3220,4498,4215,4720
ENSDARG00000022817,pvalb3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31,17,22,9,10,11
ENSDARG00000024433,pvalb4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,52,81,149,185,194,212
ENSDARG00000032836,pvalb5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,13,16,15,16
ENSDARG00000009311,pvalb6,1,0.5,4,3,4,4,3,0.3,NA,0.2,0.2,0.4,0.9,0.7,2,31,30,26
ENSDARG00000034705,pvalb7,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,0.5,0.7,0.7,9,21,32
ENSDARG00000037790,pvalb8,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,5,10,32,18,18,63,103,107
ENSDARG00000071601,pvalb9,NA,NA,NA,NA,NA,NA,1,8,44,25,56,131,140,42,76,39,22,12
ENSDARG00000063390,pvrl2l,1,3,6,6,4,2,0.8,0.6,2,1,1,2,2,1,3,2,5,3
ENSDARG00000015921,pwp1,16,14,15,17,20,19,19,13,25,27,23,18,10,12,6,7,7,8
ENSDARG00000037109,pwp2h,32,54,57,54,53,42,28,17,38,34,33,22,12,12,7,8,7,7
ENSDARG00000075526,pwwp2a,4,4,11,13,10,8,8,10,6,4,5,4,4,4,4,3,4,3
ENSDARG00000101080,pwwp2b,20,36,36,28,11,6,8,14,11,10,11,10,11,12,12,9,8,9
ENSDARG00000055177,pxdc1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6
ENSDARG00000040309,pxdc1b,NA,NA,NA,NA,NA,4,6,6,2,1,1,2,2,0.9,1,2,2,2
ENSDARG00000098733,pxdn,0.1,NA,0.3,0.6,0.5,0.3,0.3,0.5,1,1,2,5,5,2,4,4,4,2
